id,category,question_he,answer_he,source_urls,needs_secretary_review,secretary_tag,notes
mba_gt_048,specialization_requirements,מה מתאים למי שמתעניין ביזמות?,"אסטרטגיה ויזמות מיועדת למתעניינים באסטרטגיה, פיתוח רעיונות, יזמות והתקדמות לתפקידי ניהול. היא יכולה להילמד כהתמחות ראשית או משנית.",https://bschool.huji.ac.il/mba/specializations; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://shnaton.huji.ac.il/specialization/3443,TRUE,,
mba_gt_049,specialization_requirements,מה מתאים למי שמתעניין בארגונים ומשאבי אנוש?,"התנהגות ארגונית ומנהל משאבי אנוש עוסקת באנשים, ארגונים, מנהיגות, קבוצות, קבלת החלטות וכלי ניהול. היא יכולה להילמד כהתמחות ראשית או משנית.",https://bschool.huji.ac.il/mba/specializations; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://shnaton.huji.ac.il/specialization/3333,TRUE,,
mba_gt_050,specialization_requirements,מה מתאים למי שמתעניין במימון ושוק ההון?,"מימון ובנקאות מיועדת למתעניינים בשוק ההון, בנקאות, ביטוח, גיוסי הון והיבטים פיננסיים של ניהול. לא ניתן לשלב אותה עם ניהול פיננסי לחשבונאים.",https://bschool.huji.ac.il/mba/specializations; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://shnaton.huji.ac.il/specialization/3113,TRUE,,
mba_gt_051,specialization_requirements,מה עושים אם קיבלתי פטור מקורס חובה בתוך התמחות?,"אם ניתן פטור מקורס חובה של ההתמחות, יש להשלים את נקודות הזכות מתוך קורסי הבחירה של אותה התמחות.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://bschool.huji.ac.il/ptorim,TRUE,,
mba_gt_052,specialization_requirements,האם כל התמחות כוללת סמינר?,"התקנון מתאר את לימודי ההתמחות ככוללים קורסי חובה, קורסי בחירה וסמינר בתחום ההתמחות. יש לבדוק בשנתון את הסמינר וההיקף המדויקים של ההתמחות שנבחרה.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_053,exemptions,איך מגישים בקשה לפטור אקדמי?,"בקשות לפטורים מגישים דרך המידע האישי. הבקשה מגיעה למזכירות החוג, וכל גיליון ציונים נבדק פרטנית.",https://bschool.huji.ac.il/ptorim; secretariat-provided,TRUE,,
mba_gt_054,exemptions,האם טבלת הפטורים מחייבת?,לא. דף הפטורים מציין שהטבלה אינדיקטיבית בלבד וללא התחייבות. כל פטור ניתן לפי בדיקה פרטנית ושיקול הגורם המוסמך.,https://bschool.huji.ac.il/ptorim,TRUE,,
mba_gt_055,exemptions,איזה ציון צריך בקורס קודם כדי לקבל פטור?,דף הפטורים מציין שיש לעבור בציון 60 ומעלה את הקורסים המקבילים לקורסי התשתית או החובה הכלליים. הציון אינו מבטיח פטור בלי אישור פרטני.,https://bschool.huji.ac.il/ptorim,TRUE,,
mba_gt_056,exemptions,מה משמעות הסימן + בטבלת הפטורים?,סימן + אומר שחובה ללמוד את שני הקורסים שמופיעים בטבלה כדי שיוכלו לשמש בסיס לפטור.,https://bschool.huji.ac.il/ptorim,TRUE,,
mba_gt_057,exemptions,מה משמעות פסיק בטבלת הפטורים?,"פסיק בין קורסים אומר שאחד מהקורסים מספיק לקבלת הפטור, בכפוף לבדיקה פרטנית ואישור.",https://bschool.huji.ac.il/ptorim,TRUE,,
mba_gt_058,exemptions,"אם קיבלתי פטור מקורס חובה כללי, במה מחליפים אותו?",יש ללמוד קורס בחירה כללי או קורס נוסף מההתמחות כדי להשלים את מכסת הנ״ז לתואר.,https://bschool.huji.ac.il/ptorim; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_059,exemptions,"אם קיבלתי פטור מקורס חובה של התמחות, במה מחליפים אותו?",יש ללמוד קורס בחירה של אותה התמחות להשלמת הנ״ז.,https://bschool.huji.ac.il/ptorim; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_060,exemptions,קיבלתי פטור ממתמטיקה או סטטיסטיקה. צריך קורס חלופי?,"לא. מתמטיקה וסטטיסטיקה הם קורסי תשתית מחוץ למניין נ״ז התואר, ולכן אין צורך להשלים קורס חלופי במקומם.",https://bschool.huji.ac.il/mba/admittance; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; secretariat-provided,TRUE,,
mba_gt_061,exemptions,אני בוגר כלכלה. האם יש לי פטור אוטומטי?,"לא אוטומטי. ייתכן שניתן לקבל פטורים לפי הקורסים והציונים שנלמדו, אך יש להגיש בקשה דרך המידע האישי ולחכות לבדיקה פרטנית.",https://bschool.huji.ac.il/ptorim,TRUE,,
mba_gt_062,exemptions,אני בוגר מדעי המחשב. האם יש פטור ממתמטיקה וסטטיסטיקה?,"ייתכן, בהתאם לקורסים ולציונים. במסלול המואץ מצוין שלימודי מתמטיקה וסטטיסטיקה בתארים כמותיים עשויים להקנות פטור, אך נדרש אישור פרטני.",https://bschool.huji.ac.il/ptorim; https://bschool.huji.ac.il/Accelerated-study-track-all,TRUE,,
mba_gt_063,exemptions,אני לומד חשבונאות. מאילו קורסים בדרך כלל יש פטור?,"במסלול אלפא לחשבונאים מצוין שלימודי חשבונאות עשויים לפטור ממבוא לחשבונאות, מבוא למימון, נתונים וטכנולוגיה בעסקים וכלכלת עסקים מיקרו, בכפוף למסלול ולבדיקה פרטנית.",https://bschool.huji.ac.il/Accelerated-study-track; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://bschool.huji.ac.il/ptorim,TRUE,,דורש תיקוף לפי סטודנט.
mba_gt_064,exemptions,מתי כדאי להגיש בקשה לפטור?,"מומלץ להסדיר פטורים מוקדם ככל האפשר, כי הם משפיעים על יתרת הנ״ז, קורסי ההשלמה ובניית המערכת.",https://bschool.huji.ac.il/ptorim; secretariat-provided,TRUE,,
mba_gt_065,course_planning,איך לבחור קורסים לסמסטר הקרוב?,"מתחילים מקורסי חובה כלליים שטרם הושלמו, תנאי קדם לקורסי התמחות וקורסי חובה/סמינר של ההתמחות. אחר כך מוסיפים בחירה לפי עניין, בלי חפיפות ובלי הפרת תנאי קדם.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://shnaton.huji.ac.il/roadmap/322-3222; secretariat-provided,TRUE,,
mba_gt_066,course_planning,אפשר להירשם לקורס מתקדם לפני שיש ציון בתנאי הקדם?,לא. ניתן להירשם לקורס עם תנאי קדם רק לאחר שהוזן ציון בקורס המהווה תנאי קדם.,https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; secretariat-provided,TRUE,,
mba_gt_067,course_planning,אפשר להירשם לשני קורסים שחופפים בשעות?,"לא. לפי המזכירות, לא ניתן להירשם לקורסים הנלמדים בחפיפה.",secretariat-provided,TRUE,,
mba_gt_068,course_planning,תלמיד תואר שני יכול להירשם לקורס תואר ראשון?,"לפי המזכירות, תלמיד תואר שני לא יכול להירשם לקורס של תואר ראשון. במסלולים מואצים יש לבדוק לפי הסטטוס האקדמי בזמן הרישום.",secretariat-provided; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_069,course_planning,יש נוכחות חובה בקורסי MBA?,"לפי המזכירות, יש נוכחות חובה בקורסי מוסמך במנהל עסקים.",secretariat-provided,TRUE,,
mba_gt_070,course_planning,למה חשוב לקחת את קורס החובה של תחום ההתמחות בסמסטר הראשון?,"התקנון מדגיש שצריך לעבור את קורס החובה הרלוונטי לתחום הליבה בסמסטר הראשון, אחרת ייתכן שקורסי התמחות יידחו והסיום בשנתיים ייפגע.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_071,course_planning,איך בונים מערכת עם שתי התמחויות?,"בודקים קודם שהשילוב מותר, שאין שתי התמחויות ראשיות ושאין שילוב אסור. אחר כך בודקים נ״ז, תנאי קדם וחפיפות. חלק מהחלופות דורשות אישור ועדת הוראה.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; secretariat-provided,TRUE,,
mba_gt_072,course_planning,מה עושים אם קורס חובה בהתמחות מתנגש עם קורס אחר?,אין להירשם לקורסים חופפים. יש לבדוק חלופה בשנתון או לפנות ליועצת/מזכירות כאשר מדובר בקושי לשבץ קורס חובה.,secretariat-provided; https://bschool.huji.ac.il/Accelerated-study-track-all,TRUE,,
mba_gt_073,course_planning,אפשר לבנות מערכת לפי תחומי עניין?,"כן, בקורסי הבחירה, אך רק לאחר שמוודאים שהמערכת עומדת בדרישות התואר, ההתמחות, תנאי הקדם, הסמינר וללא חפיפות.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://shnaton.huji.ac.il/roadmap/322-3222; secretariat-provided,TRUE,,
mba_gt_074,course_planning,אפשר לקחת קורס התמחות לפני השלמת מתמטיקה וסטטיסטיקה?,"בחלק גדול מקורסי ההתמחות נדרש ידע כמותי. יש לבדוק תנאי קדם בשנתון, ובדרך כלל מומלץ להשלים מתמטיקה וסטטיסטיקה מוקדם.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_075,course_planning,המערכת לא נותנת לי להירשם בגלל תנאי קדם. מה עושים?,"אם הציון בתנאי הקדם לא הוזן, בדרך כלל לא ניתן להירשם. אם יש אישור חלופי או חשד לתקלה, יש לפנות למזכירות עם פרטי הקורס והאישור.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; secretariat-provided,TRUE,,
mba_gt_076,course_planning,אפשר לקחת קורס בחירה מהתמחות אחרת?,"לעיתים כן כקורס בחירה כללי, כל עוד מדובר בקורס MBA ועומדים בתנאי הקדם. אבל השלמת פטור מקורס חובה בהתמחות צריכה בדרך כלל להיות מתוך אותה התמחות.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://bschool.huji.ac.il/ptorim,TRUE,,
mba_gt_077,remaining_obligations,מה יתרת החובות שלי לתואר?,"אי אפשר לחשב יתרת חובות מדויקת בלי גיליון ציונים, פטורים מאושרים, התמחות וקורסים שנרשמת אליהם. הכלל הבסיסי הוא 48 נ״ז, או היקף אישי אחר במסלולים/פטורים מיוחדים.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; secretariat-provided,TRUE,,דורש מידע אישי.
mba_gt_078,remaining_obligations,איך בודקים אם הרכבתי נכון מערכת?,"משווים את המערכת לדרישות קורסי החובה הכלליים, דרישות ההתמחות בשנתון, תנאי הקדם וחפיפות השעות. אם יש פטורים או שילוב התמחויות, מומלץ להעביר לבדיקה פרטנית.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://shnaton.huji.ac.il/roadmap/322-3222; secretariat-provided,TRUE,,שאלה נפוצה הדורשת בדיקה.
mba_gt_079,remaining_obligations,פטור מקורס חובה כללי מוריד את מספר הנ״ז לתואר?,בדרך כלל לא. יש להשלים את הנ״ז בקורס בחירה כללי או בקורס נוסף מההתמחות. החריג הוא מתמטיקה וסטטיסטיקה שאינם נספרים לתואר.,https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://bschool.huji.ac.il/ptorim; https://bschool.huji.ac.il/mba/admittance,TRUE,,
mba_gt_080,remaining_obligations,אם למדתי יותר מ-48 נ״ז זה תקין?,"התקנון קובע 48 נ״ז בדיוק, ובמקרים חריגים אישור עד 51 נ״ז בלבד. מערכת שחורגת מכך דורשת בדיקה לפני רישום.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_081,remaining_obligations,יש לי פטור אחד עד שלושה מקורסי חובה כלליים. איך משלימים?,"לפי התקנון, לומדים התמחות ראשית של 24 נ״ז ומשלימים את החסר ל-48 נ״ז מקורסים נוספים בהתמחות או מקורסי בחירה כלליים.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_082,remaining_obligations,יש לי ארבעה פטורים מקורסי חובה כלליים. מה האפשרויות?,ברירת המחדל היא התמחות ראשית אחת והשלמת יתר הנ״ז מקורסי בחירה כלליים או מאותה התמחות. חלופות של שתי משניות או ראשית ומשנית דורשות אישור ועדת הוראה.,https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_083,remaining_obligations,יש לי חמישה פטורים או יותר. אפשר התמחות משנית?,"כן, התקנון מאפשר לבחור בין התמחות ראשית אחת עם השלמות לבין התמחות ראשית ועוד התמחות משנית. בעלי חמישה פטורים בדיוק יסיימו עם 51 נ״ז.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_084,remaining_obligations,בוגר מנהל עסקים מהעברית צריך 48 נ״ז?,"לפי התקנון, בוגרי מנהל עסקים מהעברית שפטורים מקורסי החובה הכלליים לומדים תכנית של 42 נ״ז, המבוססת על לימודי התמחות.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_085,remaining_obligations,קורס שנשקללתי בבוגר יכול להיספר גם ל-MBA?,"במסלולים מואצים, קורס שמשוקלל במסגרת הבוגר בדרך כלל יורד מסך הנ״ז שנצברו למוסמך, למעט קורסי תשתית שאינם נספרים ל-MBA.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://bschool.huji.ac.il/Accelerated-study-track-all,TRUE,,
mba_gt_086,remaining_obligations,אני במסלול מחקרי. איך מחשבים יתרת חובות?,"במסלול המחקרי היקף הסגירה הוא לפחות 41 נ״ז, או לפחות 35 נ״ז לבעלי בוגר במנהל עסקים מהעברית. החישוב המדויק תלוי בפטורים, התמחות ותזה.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,דורש בדיקה פרטנית.
mba_gt_087,registration_rules,איך מגישים בקשה לסגירת תואר?,"בקשה לסגירת תואר מגישים דרך המידע האישי. לפי המזכירות, הבקשה מגיעה למזכירות החוג לבדיקה.",secretariat-provided,TRUE,,
mba_gt_088,registration_rules,אני רוצה ללמוד קורס שלא בתכנית. למי פונים?,בקשות חריגות לקורסים שאינם בתכנית אינן מאושרות אוטומטית. יש לפנות לגורם המוסמך או לקבל הכוונה מהמזכירות/יועצת לפי סוג הבקשה.,secretariat-provided,TRUE,,
mba_gt_089,registration_rules,האם המזכירות יכולה לאשר כל בקשה חריגה?,"לא בהכרח. בקשות אקדמיות מסוימות דורשות יועצת אקדמית, ראש התמחות או ועדת הוראה. המזכירות יכולה לכוון אך לא תמיד היא הגוף המאשר.",secretariat-provided; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_090,registration_rules,אפשר לקחת קורס מחוץ ל-MBA כדי להשלים נ״ז?,"רק אם הדבר מותר ואושר לפי התכנית. ככלל, השלמות נעשות בקורסי MBA, בקורסי בחירה כלליים או בקורסי בחירה של ההתמחות לפי סוג הפטור.",https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf; https://bschool.huji.ac.il/ptorim,TRUE,,
mba_gt_091,registration_rules,יש לי אילוץ אישי ביום ההתמחות. מה עושים?,"יש לבדוק חלופות בשנתון ולוודא שאין חפיפות. מאחר שימי ההתמחות תלויים בהתמחות, אילוץ אישי דורש בדיקה פרטנית מול יועצת או מזכירות.",secretariat-provided; https://shnaton.huji.ac.il/roadmap/322-3222,TRUE,,
mba_gt_092,registration_rules,אפשר ללמוד מרחוק במקום פרונטלי?,"לפי המזכירות, הלימודים מתקיימים בהוראה פרונטלית. חריג אישי דורש בדיקה לפי נהלי האוניברסיטה והקורס.",secretariat-provided,TRUE,,
mba_gt_093,accelerated_tracks,מהו מסלול אלפא לסטודנטים למנהל עסקים?,"מסלול אלפא מאפשר לסטודנטים מצטיינים בבוגר במנהל עסקים להתחיל לצבור קורסי מוסמך כבר בשנה ג׳ ולהשלים MBA בשנה אחת או יותר לאחר סיום הבוגר, בכפוף לתנאים.",https://bschool.huji.ac.il/Accelerated-study-track; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_094,accelerated_tracks,כמה נ״ז לומדים באלפא לסטודנטים למנהל עסקים?,"לפי דף המסלול והתקנון, התכנית לתלמידי מנהל עסקים בנויה מלימודי התמחות בלבד בהיקף 42 נ״ז.",https://bschool.huji.ac.il/Accelerated-study-track; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_095,accelerated_tracks,מה תנאי הקבלה המרכזיים לאלפא?,"בין התנאים: שמירה על ממוצע כללי של לפחות 85 בסוף שנה ב׳ או ממוצע 90 לפחות בקורסי היסודות הרלוונטיים, בהתאם למסלול הקבלה והשילוב.",https://bschool.huji.ac.il/Accelerated-study-track; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_096,accelerated_tracks,מהו המסלול המואץ ל-MBA מכל הפקולטות?,"זהו מסלול מצטיינים לסטודנטים לתואר ראשון שאינם לומדים מנהל עסקים, המאפשר לצבור קורסי MBA במקביל לבוגר ולסיים את ה-MBA שנה אחת או יותר לאחר סיום הבוגר.",https://bschool.huji.ac.il/Accelerated-study-track-all; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_097,accelerated_tracks,כמה נ״ז יש במסלול המואץ מכל הפקולטות?,המסלול המואץ מכל הפקולטות בנוי מ-48 נ״ז לתואר. קורסי התשתית במתמטיקה וסטטיסטיקה אינם נכללים במניין הנ״ז.,https://bschool.huji.ac.il/Accelerated-study-track-all; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_098,accelerated_tracks,אפשר לסגור בוגר ומוסמך באותה שנה במסלול מואץ?,"לא. דפי המסלולים והתקנון מדגישים שלא ניתן לסגור את תואר הבוגר ואת תואר המוסמך באותה שנה, ויש להשאיר לפחות קורס אחד לשנת המוסמך.",https://bschool.huji.ac.il/Accelerated-study-track-all; https://bschool.huji.ac.il/Accelerated-study-track; https://bschool.huji.ac.il/sites/default/files/business/files/academic_regulations_for_masters_programs_01.pdf,TRUE,,
mba_gt_099,accelerated_tracks,האם משלמים על עצם ההשתתפות במסלול מואץ?,לא משלמים על חברות בתכנית עצמה; משלמים על הקורסים שנרשמים אליהם. לאחר מעבר רשמי למוסמך מתבצעת השלמת תשלום לפי נהלי שכר לימוד.,https://bschool.huji.ac.il/Accelerated-study-track-all; https://bschool.huji.ac.il/Accelerated-study-track,TRUE,,
mba_gt_100,accelerated_tracks,מה זה אחסון קורסים למוסמך?,"במסלולים המואצים, קורסי MBA שנלמדים בזמן הבוגר נשמרים עד המעבר הרשמי למוסמך. אם מערכת הרישום לא מציעה אחסון, יש לפנות למזכירות הרלוונטית.",https://bschool.huji.ac.il/Accelerated-study-track-all; https://bschool.huji.ac.il/Accelerated-study-track,TRUE,,
